id,relevance
1,2.3254343451751582
4,2.3407331570896237
5,2.6045276362798107
6,2.7826671038603337
7,2.827477325643471
8,2.3317720621666562
10,2.2937451358092837
11,2.246704368162973
12,2.138214135189045
13,2.529317704218772
14,2.3759901509130987
15,2.353978894520406
19,2.3987883584181615
22,2.42399353205659
24,2.242855863194148
25,2.2286408824769874
26,2.2654454663497448
28,2.40525201049177
29,2.3048102685127403
30,2.24296982467212
31,2.4533815956231253
32,2.458808185857444
33,2.314012802518627
36,2.3274181094685567
39,2.275416834455157
40,2.324257988605147
41,2.3876512548103737
42,2.127056368613787
43,2.4123978585197126
44,2.4843885463556976
45,2.3796629614751583
46,2.3438659922681735
47,2.3839598196457077
49,2.450066735007473
50,2.3406026247249736
52,2.249213085358531
53,2.1646433163015835
54,2.1932088929989724
55,2.2294723642882803
56,2.463434787482006
57,2.1834476576369677
58,2.2878413876004804
59,2.3429516596922397
60,2.173071489262714
61,2.1116748543358237
62,2.293921934324451
63,2.410631524663876
64,2.303030172984102
66,2.5389998112598864
67,2.3592000959667216
68,2.212447374518825
70,2.2134845083336345
71,2.1295722137571866
72,2.0527080080868423
73,2.0637886452197565
74,2.1513270193601453
76,2.1506045014087656
77,2.2011203650057047
78,2.1060224075178975
79,2.2328550010596095
80,2.233120626430784
82,2.2778965511774074
83,2.170741658770731
84,2.16128380014994
86,2.051132119188222
87,2.2685795927348584
89,2.345987077716613
91,2.185153550757204
93,2.263938663587955
94,2.1322324954438105
95,2.2086519347520523
96,2.0258500925527025
97,2.327231096993754
98,2.2653053628528492
99,2.1446679014377743
100,2.7947352682391298
102,2.268617810553917
103,2.2313431544511224
104,2.1075752180212115
107,2.291150744482573
108,2.10812981149259
109,2.160178829812483
110,2.115955750190577
111,2.211137568639054
112,2.3152321897313715
115,2.297526159747024
116,2.562916808111118
118,2.8128753126890715
119,2.5616691953082626
121,2.4458089555925526
124,2.483695168852101
126,2.3877872463872505
128,2.5388299954900764
129,2.629321107591971
130,2.5419122945824064
131,2.326776258762869
132,2.330362787654018
133,2.3648346615479823
134,2.319859668491751
135,2.451649542259343
137,2.1666959838538307
139,2.5138785766011242
140,2.240099081071634
141,2.2328313138228606
142,2.204878754509092
144,2.354601715092941
145,2.618822406916751
146,2.17393659426235
148,2.1638670176336694
151,2.391057133025505
152,2.260739683262731
153,2.2956205852052722
154,2.1938246365412652
155,2.2190300943785615
156,2.1483482134303706
159,2.257937792981166
160,2.3018230742951635
161,2.3905368591516094
163,2.430320977653157
167,2.4731392862175827
168,2.5397863478893727
169,2.317425692356832
170,2.439376836246587
171,2.574429357006549
173,2.2804548492349532
174,2.254001657469594
175,2.0806915621957893
176,2.403606396554808
180,2.2802502371298887
183,2.2652829503465735
184,2.0870095113258285
185,2.094427078867624
187,2.230590960348918
188,2.0010046877760868
189,2.1484678017376693
190,2.2747488289337245
192,2.233480516625507
194,2.3097639927711366
196,2.2325966575476084
197,2.275042145206529
198,2.099175940174096
199,2.138511824485668
200,2.185662707454981
204,2.7129368117546537
206,2.347419043638797
207,2.4688172978580423
208,2.439819989383799
209,2.235848344926095
211,2.4658568504527096
212,2.405609838954929
213,2.3624174465016576
216,2.6210880523654416
217,2.4370103916391894
218,2.37804472203516
219,2.393011782060851
220,2.2637818019706044
221,2.411545398321902
222,2.3038048176922956
224,2.064120395449591
225,2.371018993615711
228,2.4011991812336095
229,2.4043129518866246
230,2.411623342112889
231,2.371646605716661
232,2.414397627536326
234,2.4009574253685964
235,2.4992992894553807
236,2.3155386823695197
237,2.360686385055354
238,2.4961367193412447
239,2.3760419723751482
240,2.380180075772814
242,2.6969800520963325
243,2.36276100592741
244,2.41702879709969
246,2.317277219460233
247,2.2893880235714867
248,2.34470650975822
249,2.4058639219852167
250,2.455338936996818
251,2.1506619883355644
252,2.2671229476327412
253,2.320795672766059
254,2.282606502914089
256,2.3744025929102412
258,2.386741773078108
260,2.3533275172954706
262,2.335544088757805
263,2.4747600799133385
264,2.4411898459863917
265,2.3915135694813086
267,2.2715162244690186
268,2.3291989541480835
269,2.2670119481652464
271,2.3445629977704274
273,2.2074858856262742
274,2.096466741778119
277,2.3110719399703186
278,2.2313487147311797
279,2.1501149390398395
280,2.255008200948506
281,2.352034444094059
282,2.608212074822935
283,2.403000862939008
285,1.9974205823136948
286,2.3662341727446337
287,2.3663173589536983
288,2.3546718240026756
289,2.3718567987891293
291,2.3152944393542256
292,2.3724537964653285
295,2.312077975769627
296,2.3223269521416503
298,2.3077299281773134
299,2.2807944939416216
300,2.3474094482055152
301,2.3464414859153058
302,2.406566761168181
303,2.2070924995419934
304,1.9371327315051272
306,2.646181423555753
307,2.566609808387703
308,2.4631782074988604
309,2.4977318583001438
310,2.415793787342503
311,2.5375197517281785
312,2.575293805380264
313,2.3865119003050212
315,2.53945478793477
316,2.45667966638658
317,2.4264028952936707
320,2.621489414294511
321,2.3069765587346778
322,2.2990668160425876
324,2.3834875987727075
325,2.483470223690286
326,2.3488544153134767
328,2.3679558006555865
329,2.292252530246502
330,2.365559728611117
332,2.458273613793256
333,2.3255862574009525
336,2.2097487857506235
337,2.0092683007136194
338,2.377969661670666
339,2.3196949589230904
342,2.3817717289235287
344,2.260113585451897
345,2.412456282306217
348,1.925725445545019
349,2.548327692093963
352,2.2667418298003392
353,2.3977911955154045
356,2.2326778830575846
357,2.747481531332089
358,2.2842089722791985
360,2.344288901949528
362,2.0077093727630646
364,2.2338598670251173
366,2.2485388857298454
367,2.225020285788688
368,2.058023107606574
369,2.3391019021466732
370,2.4645270342342878
371,2.5482667792551417
372,2.4192007467314616
376,2.4245275427780375
377,2.51652836669959
378,2.3317326756121006
379,2.3283895955648948
380,2.020440415340776
381,2.3521208719890208
382,2.3208335890971896
383,2.253793873086187
384,2.3378956100745
386,2.3623385945067725
387,2.3444903475691
388,2.3420351980624816
390,2.2815363218329057
391,2.2773712070556966
392,2.358064652504735
393,2.3537308974826185
394,2.11889754865757
395,2.513184007638168
396,2.33406853913505
398,2.3523058551709357
399,2.344769733507401
404,2.452398810141136
405,2.4676895238567393
406,2.188991006474404
409,2.4946703487364457
410,2.3261491069343605
412,2.322420691815543
414,2.403239626322632
415,1.8878820369496638
416,2.3363048470813403
417,1.9007110403813203
419,2.2761606553290337
420,2.2667005027781513
423,2.2981150375720873
424,2.245736749610103
425,1.7400076034885479
426,2.540727282076491
427,2.4419702042453872
428,2.1042473372074935
429,2.404469181957907
430,2.1785796220941887
431,2.377666630800536
432,2.4534956189868837
433,2.500178120951068
434,2.432862464512995
435,2.3236500241238187
436,2.485205290261903
437,2.4871926256468786
438,2.484550747569526
439,2.468572581738302
441,2.416532645127815
442,2.3641895850592247
443,2.2718626726116544
448,2.336638670288632
449,2.4165657136960506
450,2.4212962880783313
451,2.4646160764943845
453,2.486880402087978
457,2.3569084170320025
460,2.60080458871344
462,2.5330895017397532
463,2.6343663713886643
464,2.2994560778459445
465,2.233247334735999
466,2.2897047768310435
467,2.24977828759318
471,2.2430298042968166
472,2.1754636548837523
474,2.203438549716439
477,2.4018866645264927
482,2.3439749352967536
483,2.377633301086383
484,2.232922309931435
486,2.639133258493705
487,1.6206926435077014
488,2.2796788687156853
489,2.227736671061938
490,2.2353551689471223
493,2.2256494234185302
494,2.298605776999701
495,2.317153256341558
496,2.306535548957901
498,2.1005792542789226
499,2.4810456782799135
502,2.638113343650632
503,2.3953351959412275
504,2.5081479221763847
505,2.496188331522494
506,2.5837220088816806
507,2.2093099571344177
509,2.4210052818071146
510,2.3242950292188556
512,2.3187521207843886
513,2.25563603311405
514,2.2568374710174517
515,2.309115218004992
518,2.175827935437559
519,2.278000418974176
520,2.4916041793782226
521,2.4210954268658806
522,2.295533723537381
523,2.3196837758243802
525,2.039422224647996
526,2.4820615573149167
527,2.636046899677433
528,2.3858326788071533
529,2.7820758975858877
530,2.5723668228666505
531,2.5044171656859895
532,2.5244036881201604
534,2.54126342619425
535,2.4153762516378383
537,2.380831974661835
538,2.351969661943178
539,2.3847122163010224
540,2.342496645554566
541,2.318978961288786
543,2.032728673780923
545,2.546100126321744
546,2.3875366450141664
547,2.2562545722632694
548,2.5650374223483947
550,2.4340700021919033
552,2.403895230295514
553,2.542198131830346
554,2.4109569203253627
555,2.598853905507575
556,2.3943477347168023
558,2.4117526787655703
560,2.3853744578339167
561,2.3638069059454607
564,2.5245110209847947
565,2.3745700035306774
566,2.2892823706396697
567,2.39903131628853
569,2.241129660897806
570,2.3148289791482086
574,2.203189494028124
575,2.3588414925771284
577,2.3119534918832056
578,2.301284234492618
579,2.28973020777976
580,2.3473216295593455
586,2.273331207884269
587,2.5741760054021454
588,2.505796828079067
589,2.256459851785601
590,2.6370644596297366
592,2.2922155249606706
594,2.4611644496393437
596,2.4937547897604153
597,2.4879007241791973
598,2.5161774537107275
599,2.3976956889934438
601,2.3728103232876467
602,2.459093053630929
603,2.444129850033899
604,2.3871239047438486
607,2.2631064688435436
608,2.2106097406535525
609,1.6538370603948664
610,2.3024479236926885
612,2.300035632312044
613,2.324864542890838
614,2.3041899250878717
615,2.3132720170455823
616,2.466504399006685
617,2.4123261923570323
618,2.4416266593503364
620,2.4597115321218355
621,2.440103085819486
622,2.401218073157497
623,2.2486576661210687
624,2.392554794710271
625,2.363297808388417
627,2.2816494270900676
628,2.3096976012011443
