id,relevance
1,2.2922821387940866
4,2.2922821387940866
5,2.3843578141315716
6,2.5827600327600364
7,2.5827600327600364
8,2.2922821387940866
10,2.427235431611147
11,2.427235431611147
12,2.2922821387940866
13,2.427235431611147
14,2.5827600327600364
15,2.3843578141315716
19,2.2922821387940866
22,2.427235431611147
24,2.427235431611147
25,2.427235431611147
26,2.2922821387940866
28,2.427235431611147
29,2.427235431611147
30,2.2922821387940866
31,2.427235431611147
32,2.2922821387940866
33,2.427235431611147
36,2.427235431611147
39,2.2922821387940866
40,2.2922821387940866
41,2.2922821387940866
42,2.2922821387940866
43,2.427235431611147
44,2.2922821387940866
45,2.427235431611147
46,2.427235431611147
47,2.427235431611147
49,2.427235431611147
50,2.2922821387940866
52,2.427235431611147
53,2.427235431611147
54,2.427235431611147
55,2.7233216783216765
56,2.427235431611147
57,2.427235431611147
58,2.427235431611147
59,2.427235431611147
60,2.427235431611147
61,2.2922821387940866
62,2.427235431611147
63,2.427235431611147
64,2.427235431611147
66,2.427235431611147
67,2.3843578141315716
68,2.427235431611147
70,2.2922821387940866
71,2.2922821387940866
72,2.2922821387940866
73,2.427235431611147
74,2.2922821387940866
76,2.427235431611147
77,2.427235431611147
78,2.427235431611147
79,2.2922821387940866
80,2.427235431611147
82,2.2922821387940866
83,2.2922821387940866
84,2.427235431611147
86,2.427235431611147
87,2.427235431611147
89,2.427235431611147
91,2.2922821387940866
93,2.427235431611147
94,2.2922821387940866
95,2.427235431611147
96,2.2922821387940866
97,2.2922821387940866
98,2.427235431611147
99,2.2922821387940866
100,2.427235431611147
102,2.427235431611147
103,2.2922821387940866
104,2.2922821387940866
107,2.2922821387940866
108,2.2922821387940866
109,2.427235431611147
110,2.427235431611147
111,2.427235431611147
112,2.427235431611147
115,2.2922821387940866
116,2.427235431611147
118,2.2922821387940866
119,2.5827600327600364
121,2.427235431611147
124,2.427235431611147
126,2.427235431611147
128,2.3843578141315716
129,2.7233216783216765
130,2.3843578141315716
131,2.427235431611147
132,2.427235431611147
133,2.5827600327600364
134,2.427235431611147
135,2.427235431611147
137,2.2922821387940866
139,2.2922821387940866
140,2.2922821387940866
141,2.2922821387940866
142,2.427235431611147
144,2.427235431611147
145,2.5827600327600364
146,2.2922821387940866
148,2.2922821387940866
151,2.427235431611147
152,2.2922821387940866
153,2.2922821387940866
154,2.2922821387940866
155,2.427235431611147
156,2.427235431611147
159,2.427235431611147
160,2.427235431611147
161,2.427235431611147
163,2.427235431611147
167,2.3843578141315716
168,2.3843578141315716
169,2.2922821387940866
170,2.427235431611147
171,2.5827600327600364
173,2.2922821387940866
174,2.2922821387940866
175,2.2922821387940866
176,2.427235431611147
180,2.2922821387940866
183,2.427235431611147
184,2.2922821387940866
185,2.2922821387940866
187,2.2922821387940866
188,2.2922821387940866
189,2.2922821387940866
190,2.2922821387940866
192,2.2922821387940866
194,2.2922821387940866
196,2.427235431611147
197,2.427235431611147
198,2.2922821387940866
199,2.2922821387940866
200,2.427235431611147
204,2.7233216783216765
206,2.2922821387940866
207,2.427235431611147
208,2.427235431611147
209,2.427235431611147
211,2.427235431611147
212,2.427235431611147
213,2.2922821387940866
216,2.427235431611147
217,2.5827600327600364
218,2.427235431611147
219,2.427235431611147
220,2.2922821387940866
221,2.2922821387940866
222,2.427235431611147
224,2.2922821387940866
225,2.427235431611147
228,2.427235431611147
229,2.427235431611147
230,2.427235431611147
231,2.427235431611147
232,2.427235431611147
234,2.427235431611147
235,2.427235431611147
236,2.427235431611147
237,2.427235431611147
238,2.427235431611147
239,2.427235431611147
240,2.427235431611147
242,2.5827600327600364
243,2.427235431611147
244,2.5827600327600364
246,2.2922821387940866
247,2.2922821387940866
248,2.427235431611147
249,2.5827600327600364
